name,phone,street,city,country,website,description
Garage Henri Granger,04 74 04 23 24,283 RUE RABELAIS, 69910 Villié-Morgon, France,http://www.garage-granger.fr, 06 78 04 70 03
Garage James David Auto et Loisirs,02 54 48 02 66,19 RUE MAURICE ROLLINAT, 36400 LA CHATRE, France,http://garagejamesdavid.wixsite.com/my-site-1,"Garage James DAVID AUTO ET LOISIRS <br />Spécialiste FORD à LA CHATRE, le GARAGE JAMES DAVID vous accueille et vous conseille pour la vente de votre véhicule  . Nous vous proposons  nos services pour la vente de votre véhicule en dépôt vente gratuitement dans notre showroom qui constitue un très bel écrin de vente et sécuriser, vous faisant bénéficier de notre clientèle a qui nous proposerons votre véhicule. <br />Nous nous occupons de… > lire la suite la gestion pour la vente et le règlement pour plus de sécurité.<br />Attentif à la qualité de nos prestations et services automobiles, le garage James DAVID met à votre disposition son expérience de plus de 30 ans dans le milieu automobile et vous sert depuis 2005."
Garage Julien,02 31 80 81 75,33 route de Caumont, 14250 Hottot-les-Bagues, France,http://www.garagejulien14.fr,"Passionné par son métier, depuis plus de 20 ans dans l’automobile, Thierry JULIEN a fondé son entreprise en 2007 à bretteville sur laize, mécanicien de formation, A présent, le Garage Julien d’Hottot les Bagues, c’est une équipe de 7 personnes hautement qualifiées. Mr JULIEN Thierry est à la tête de l’entreprise et demeure l’interlocuteur privilégié des clients. Un tôlier formeur  et un peintre compose l’équipe en carrosserie, tous ayant la passion des belles voitures… > lire la suite et du travail bien fait. Depuis 2013, nous vous accueillons à hottot-les-bagues dans des locaux de  400 m² spécialement équipés pour satisfaire aux besoins de notre activité. On y retrouve tout l’outillage et les équipements nécessaires à notre métier.Garage julien vous propose de concrétiser votre projet.- Restaurer une Jaguar  à l'origine, restaurer une fiat ou alfa romeo ou votre Triumph TR - Redonner de l'éclat à votre vehicule de collection ?- Laissez libre cours à vos envies ou faites-vous conseiller par nos spécialistes de la voiture ancienne anglaise et italienne, ou de collection dans le calvados.- REPARATION ET ENTRETIEN DE VOTRE AUTO- REMISE EN ROUTE APRES STOCKAGE- ESTIMATION DE VOTRE AUTO"
Garage Pernelle,05 58 44 34 40,951 route d\'eauze, 40310 Gabarret, France,http://garagepernelle-citroën.com,Garage toute marque- Restauration carrosserie- Mécanique-… > lire la suite Électricité- vente d'ancienne 
Garage Peyrard,04 77 53 08 29,1545 Route De Bellegarde, 42210 Saint Cyr Les Vignes, France,http://www.garagepeyrard.com,"- Depuis plus de 25 ans à l'écoute des  passionnés de l'automobile.   Votre rêve Américain!! Venez essayer chez nous,  une voiture de caractère, apprécier ses qualités, son confort, sa puissance, et le son de son V8....… > lire la suite Toutes nos autos d'importation sont vendues TTC avec les papiers, il ne reste a votre charge que la carte grise Mais nous pouvons aussi faire la démarche en préfecture pour vous et vous livrer l'auto avec votre carte grise. Nous pouvons avoir plus de photos sur simple demande de votre part"
Gayet Auto Sport,05 63 57 64 96,116 avenue Saint Exupery, 81600 Gaillac, France,http://www.gayet-import.com,"Si comme nous vous êtes passionné par la belle mécanique, nous vous invitons à découvrir les nombreux véhicules d'exception, qui constituent le fleuron de notre parc, contribuant à faire de celui ci un acteur incontournable de la région."
Général Cars Vintage,+33 (0)6 47 53 39 71,Rue de Meslay, 37210 Parçay-Meslay, France,http://www.generalcarsvintage.fr,"Général Cars Vintage, vous accueille dans leur atelier à Parçay-Meslay (37) près de Tours en Indre-et-Loire, à seulement 2 heures et demie de Paris. Général Cars Vintage propose des offres de Gardiennage Voiture et Moto vous permettant de profiter au mieux et quand vous le souhaitez de votre véhicule."
GLG MOTORS,03 80 41 60 67,03 CLOS DE LA TILLE, 21310 Beire-le-Châtel, France,http://glgmotors.fr,"Courtage / Négoce / Recherche Personnalisée en Autos, Motos, Véhicules de Sport, Collection..."
GMG Auto St Tropez,04.89.25.63.63,, 83580 Gassin, France,http://gmgauto.fr,"Achat, vente, dépôt-vente, véhicules de prestige, sport et collection"
Good Timers,09 72 46 36 00,2 place Gailleton, 69002 Lyon, France,http://www.goodtimers.com/fr/,"Services de courtage et d'importation dédiés aux automobiles de collection. Mandats de recherche, inspection physique préalable, sécurisation des transactions, logistique internationale et immatriculation. Nous aidons également nos clients à vendre leurs véhicules de collection."
GoodWill Road,07 64 21 83 73,88, avenue de la libération, 26000 Valence,http://goodwill-road.fr,"GoodWill Road est un vendeur de voitures anciennes basé à Valence, dans la Drôme.N'hésitez pas à nous contacter pour quelconque demande !"
GP & Co Automobiles,06 33 57 16 86,2 N7  Saint Loup, 69490 Vindry-sur-Turdine, France,http://www.gpandco-automobiles.com/,"Notre équipe de passionnés vous propose une palette d'activités complète (entretien courant, mécanique, géométrie, passage au contrôle technique, carrosserie, tôlerie, peinture, restauration complète, ...) qui concerne les véhicules de toutes marques et de toutes générations. <br />A noter, la mise en place d'une procédure spécifique Garantie 10 ans concernant la restauration des véhicules anciens."
Grifo Auto,06 30 29 60 85,88 rue Baron , 51100 Reims , France,http://www.gpandco-automobiles.com/,Spécialiste des Fiat 500Achat / Vente - Mécanique - Restauration
Gt Label,07 67 31 93 93,72 Rue des Sureaux, 59262 Sainghin en melantois, France,http://gtlabel.com,"Réparation, Restauration et vente de véhicules.Location d'emplacements pour garage et gardiennage."
GT Souvenirs,09 53 19 54 95 ,14, rue du Petit Viarmes, 95270 Belloy en France,http://www.gtsouvenirs.com,"Frédéric THIN, partage dès sa plus tendre enfance, avec son père Guy, sa passion de la mécanique et des automobiles de collections.Après une carrière dans l’industrie électronique, il décide de créer en 2009 le garage GTSouvenirs, avec son épouse… > lire la suite Andréa.Depuis maintenant 10 ans, plus de 250 voitures soigneusement sélectionnées ont été vendues et une cinquantaine sont sorties de l'atelier de restauration.Notre équipe, avec l’expérience acquise et surtout sa passion, est spécialisée dans les Porsche de la 356 à la 993 en plus des classiques anglaises MG et TRIUMPH . Nous apportons à notre clientèle notre savoir et notre expertise.Installé depuis 2018 sur 650 m2 à Belloy en France, à 15 mn de Roissy CDG, GTSouvenirs propose de multiples services autour de la voiture de passionnés,- Restauration partielle ou complète - Entretien - Recherche, le conseil et l’expertise du véhicule de votre choix- Stock permanent de véhicules sélectionnés, révisés et garantis.- Gardiennage avec boxes indépendants sécurisésPar ailleurs, depuis 2013, nous organisons chaque année, un rallye touristique qui permet à 50 équipages de se retrouver et de partager des routes de rêve et une soirée à thème.Notre équipe, composée de 5 personnes, est à votre disposition et vous accueille du lundi au vendredi de 9h00 à 18h00 et le samedi sur RDV. "
Gt Spirit,04 78 02 10 10,646 avenue des Prés Seigneurs, 01120 La Boisse, France,http://www.gt-spirit.fr,"GT Spirit est le numéro 1 Français de l'Automobile de collection, sport et prestige depuis déjà 15 ans... L'équipe GT Spirit c'est 11collaborateurs, tous collectionneurs et passionnés. Afin de vous garantir le meilleur, notre groupe met également à votre disposition GT Motors : notre atelier mécanique et carrosserie avec 1 chef d’atelier, 4 mécaniciens et 1 apprenti, 1 carrossier tôlier formeur, 1 peintre en automobile, 1 webmaster et 1 équipe commerciale à votre écoute sur… > lire la suite contact@gt-spirit.fr mais également présente dans notre show-room."
GT-Vintage Classic cars,06 14 24 11 40,RUE DE MONTFORT, 78770 MARCQ, France,http://www.gt-vintage.com,"Show room près de THOIRY(78)Importation, Achat , Vente, Dépôt vente de véhicules de collection,Certificat FFVECarte… > lire la suite grise provisoire ou définitive collection.Expertise avec un expert agréé.ConseilRecherche de véhicule sur demandeVisite sur rendez vous ou le Samedi toute la journée permanence."
GTAJ Collection,07 71 80 88 36,, 37250 VEIGNE, France,http://www.gtajcollection.fr,Voitures de sport et de collection en Touraine
GTO Classic & Sports Cars,07 82 81 19 19,32 rue Joliot Curie, 17180 Perigny, France,http://www.ateliergto.com,"Bienvenue chez GTO CLASSIC AND SPORTS CARSUne gestion de A à Z Un des points forts de l'entreprise est d'éviter à ses clients toutes mauvaises surprises.Nous gérons nos dossiers de A à Z, de la… > lire la suite mécanique à la carrosserie en passant par la sellerie.Les restaurations sont faites dans les règles de l'art selon un cahier des charges déterminé avec le client et si nous trouvons quelque chose de plus lors des travaux, nous l'en informons immédiatement.Il reste ainsi libre d'engager ou pas les travaux supplémentaires"" concluent les responsables de l'entreprise."
h-autoclassique,06 72 85 02 74,, 78220 VIROFLAY, France,http://www.ateliergto.com,"Achat et vente d'automobiles de collection.- Sportive, GT, grandes routières- Land Rover vintage- Recherches de… > lire la suite modèles particuliers"
HCB Automotive,06 45 23 64 40,Labordeneuve, 32300 Idrac-Respailles, France,http://www.ateliergto.com,"HCB AUTOMOTIVEVente de véhicule de collection et prestige. Achat, Vente, Dépôt vente, Restauration.Livraison dans toute… > lire la suite l'Europe, carte grise offerte sur chaque véhicule, financement possible.Nous garantissons tous nos véhicules 12 mois ( moteur, boite, pont )  "
Héritage Automobiles,+33 (0)6 09 07 25 02,57 bis rue Charles Laffitte, 92200 Neuilly-sur-Seine, France,http://heritage-automobiles.fr,Achat - ventesAccompagnements & contrôle
Héritage Factory,02 99 88 02 81,Z.A La ville au coq, 35800 Saint-Lunaire, France,http://www.heritage-factory.com,"Restauration de véhicules anciens et de collectionSAINT-LUNAIRE AUTOMOBILES est un atelier de mécanique et de carrosserie spécialisé dans la restauration de véhicules anciens . Passionné par les belles mécaniques et les véhicules de collection, notre équipe de spécialistes vous accompagne dans tous vos besoins en matière de carrosserie automobile, peinture, mécanique et travaux électriques… L’entreprise… > lire la suite met aussi à votre disposition tout son savoir-faire et son expérience en matière de restauration de sellerie, de boiserie ou encore de chromage.C’est avec plaisir que nous vous accueillons en Bretagne dans les locaux historiques du GARAGE MEYNARD, garage ouvert depuis 1948 et spécialisée dans la restauration de véhicules anciens depuis 20 ans. Notre garage est situé à Saint-Lunaire (35800), à proximité de Dinard et de Saint-Malo. Notre atelier, d’une surface d’environ 1000m², est équipé de matériels récents et performants, comme par exemple une nouvelle cabine de peinture à l’eau bio dégradante et non polluante, nous permettant ainsi de préserver et de respecter la nature et l’environnement.Nous restaurons des véhicules anciens en provenance des 4 coins de la France. Porsche, Aston Martin, Jaguar, mais aussi Peugeot, Renault, Masérati… quelque soit la marque de votre véhicule, n’hésitez pas à nous solliciter et à nous faire part de votre projet de restauration . Notre garage est aussi équipé d’un plateau, ce qui nous permet de venir chercher directement le véhicule à votre domicile."
